"Triplet 1","Triplet 2","Label"
"Market Liquidity,ease of,Asset Trading","Market Volatility,fluctuations in,Market Prices","0"
"Bretton Woods System,post-war,Monetary Management","Gold Standard,historical,Currency Valuation","0"
"Federal Reserve,role,Central Banking","Fed,short for,Federal Reserve","1"
"Bitcoin,type of,Cryptocurrency","Bitcoin,example of,Digital Currency","1"
"European Central Bank,part of,European Union","ECB,acronym for,European Central Bank","1"
"Dow Jones Industrial Average,stock index,USA","Dow Jones,measure,Stock Market Performance","1"
"NASDAQ,focused on,Technology Stocks","NASDAQ Composite,index,Tech Companies","1"
"International Monetary Fund,role,Financial Stability","IMF,provides,Economic Assistance","1"
"Standard & Poor's,provides,Credit Ratings","S&P,known for,Stock Market Indices","1"
"New York Stock Exchange,largest,Stock Exchange","NYSE,located,Wall Street","1"
"Foreign Direct Investment,FDI,Investment Type","FDI,means,Investment in Foreign Countries","1"
"World Bank,focuses on,Global Development","World Bank,provides,International Loans","1"
"Supply and Demand,basic,Economic Concept","Supply-Demand Model,fundamental,Economics","1"
"Unemployment Rate,indicator,Job Market","Unemployment Statistics,measure,Employment Levels","1"
"Inflation,reduces,Money Value","High Inflation,leads to,Lower Purchasing Power","1"
"Gross National Product,GNP,Economic Indicator","GNP,measures,National Economic Output","1"
"Consumer Confidence Index,indicator,Economic Optimism","Consumer Sentiment,reflects,Spending Willingness","1"
"Credit Rating Agencies,assess,Credit Risk","Rating Firms,such as,Moody's and S&P","1"
"Quantitative Easing,strategy,Stimulate Economy","QE,involves,Central Bank Buying Assets","1"
"World Economic Forum,annual,Davos Meeting","Davos,hosts,Global Leaders","1"
"Balance of Trade,between,Exports and Imports","Trade Balance,difference,Export and Import Value","1"
"Venture Capital,funds,Emerging Companies","VC,type of,Private Equity","1"
"Oil Prices,influenced by,OPEC Decisions","Crude Oil Prices,affected by,Global Supply","0"
"Digital Marketing,part of,Marketing Field","Content Marketing,subset of,Digital Marketing","0"
"Economic Recession,period,Negative Growth","Economic Expansion,period,Positive Growth","0"
"Fiscal Deficit,when,Expenditures Exceed Revenue","Trade Surplus,when,Exports Exceed Imports","0"
"Capital Markets,deal with,Long-term Investments","Money Markets,deal with,Short-term Funds","0"
"Public Sector,involves,Government Enterprises","Private Sector,involves,Non-Government Businesses","0"
"Interest Rates,cost of,Borrowing Money","Exchange Rates,value of,One Currency to Another","0"
"Microfinance,provides,Small Loans","Commercial Lending,offers,Larger Loans","0"
"Real Estate,involves,Property Transactions","Equity Market,involves,Stock Transactions","0"
"Market Diversification,strategy,Spread Risk","Market Penetration,strategy,Increase Market Share","0"
"European Central Bank,ECB,Monetary Authority","European Central Bank,known as,ECB","1"
"New York Stock Exchange,NYSE,Stock Market","New York Stock Exchange,abbreviation,NYSE","1"
"Federal Reserve,often called,The Fed","Federal Reserve,U.S. Central Bank,The Fed","1"
"NASDAQ,specializes in,Tech Stocks","NASDAQ,known for,Technology Index","1"
"Standard & Poor's,known as,S&P","S&P 500,index by,Standard & Poor's","1"
"Dow Jones Industrial Average,DJIA,Stock Index","Dow Jones,referred to as,DJIA","1"
"Bitcoin,first,Cryptocurrency","Bitcoin,pioneer,Digital Currency","1"
"World Bank,focuses on,Global Development","World Bank,international,Financial Institution","1"
"Goldman Sachs,investment bank,Financial Services","Goldman Sachs,major,Wall Street Firm","1"
"Libor,London Interbank Offered Rate,Interest Rate Benchmark","Libor,rate set in,London","1"
"Unemployment Rate,indicator of,Job Market","Unemployment Rate,measures,Unemployment","1"
"Inflation Rate,measures,Price Increase","Inflation,reflects,Cost of Living Increase","1"
"E-commerce,online,Shopping","E-commerce,Internet-based,Retail","0"
"Venture Capital,funds,Startups","Private Equity,invests in,Mature Companies","0"
"Supply Chain,in,Logistics","Marketing Chain,in,Marketing","0"
"Bond Market,deals with,Debt Securities","Stock Market,deals with,Equity Securities","0"
"Interest Rates,set by,Central Bank","Tax Rates,set by,Government","0"
"Foreign Exchange,involves,Currency Trading","Commodities Trading,involves,Goods like Oil and Gold","0"
"Retail Banking,serves,Individual Customers","Corporate Banking,serves,Businesses","0"
"Monetary Policy,affects,Money Supply","Environmental Policy,affects,Natural Resources","0"
"Insurance Companies,provide,Risk Protection","Investment Firms,provide,Wealth Management","0"
"Financial Regulation,ensures,Market Stability","Environmental Regulation,ensures,Sustainable Practices","0"
"Microfinance,provides,Small Loans","Commercial Loans,provide,Business Financing","0"
"Startup Ecosystem,involves,Entrepreneurs and Investors","Natural Ecosystem,involves,Plants and Animals","0"
"Budget Deficit,more,Expenditures than Revenue","Budget Surplus,more,Revenue than Expenditures","0"
"Sustainable Finance,focuses on,Environmental Factors","Traditional Finance,focuses on,Profit Maximization","0"
"Credit Risk,potential of,Default","Market Risk,potential of,Investment Loss","0"
"Digital Wallet,used for,Online Payments","Physical Wallet,used for,Storing Cash","0"
"Financial Crisis,causes,Economic Downturn","Natural Disaster,causes,Infrastructure Damage","0"
"Asset Management,manages,Investments","Facility Management,manages,Physical Buildings","0"
"Federal Reserve,known as,Fed","Federal Reserve System,also known as,Fed","1"
"Inflation,leads to,Decrease in Currency Value","Deflation,leads to,Increase in Currency Value","0"
"Dow Jones Industrial Average,stock index,USA","FTSE 100,stock index,UK","0"
"Tesla Inc.,electric vehicles,Manufacturing","Tesla,electric cars,Production","1"
"Warren Buffett,CEO,Berkshire Hathaway","Warren Buffett,chairman,Berkshire Hathaway","1"
"NYSE,full form,New York Stock Exchange","New York Stock Exchange,known as,NYSE","1"
"Bitcoin,type of,Cryptocurrency","Ethereum,type of,Cryptocurrency","0"
"World Bank,focuses on,Global Development","IMF,focuses on,Financial Stability","0"
"Unemployment,leads to,Decrease in Economic Activity","Employment,leads to,Increase in Economic Activity","0"
"NASDAQ,known for,Technology Stocks","S&P 500,known for,Diverse Industry Stocks","0"
"Federal Funds Rate,set by,Federal Reserve","Bank Rate,set by,Bank of England","0"
"Gold,traded in,Commodity Markets","Stocks,traded in,Stock Markets","0"
"Amazon Web Services,part of,Amazon","Amazon Marketplace,part of,Amazon","0"
"World Economic Forum,held in,Davos","United Nations General Assembly,held in,New York","0"
"Roth IRA,retirement account,After-tax Contributions","Traditional IRA,retirement account,Pre-tax Contributions","0"
"Supply,in economics,Quantity Provided","Demand,in economics,Quantity Requested","0"
"Franchise,business model,Brand Expansion","Startup,business model,New Venture","0"
"Jeff Bezos,founder,Amazon","Jeff Bezos,founder,Blue Origin","0"
"Berkshire Hathaway,owns,GEICO","Berkshire Hathaway,owns,Duracell","0"
"Credit Risk,associated with,Lending","Market Risk,associated with,Investing","0"
"European Central Bank,controls,Eurozone's Monetary Policy","Bank of Japan,controls,Japan's Monetary Policy","0"
"Market Economy,based on,Supply and Demand","Command Economy,based on,Government Planning","0"
"Trade Surplus,exports,More Than Imports","Trade Deficit,imports,More Than Exports","0"
"Fracking,method of,Oil Extraction","Solar Farms,method of,Renewable Energy Production","0"
"Organic Farming,avoids,Synthetic Pesticides","Conventional Farming,uses,Synthetic Pesticides","0"
"Google Cloud,service by,Google","Microsoft Azure,service by,Microsoft","0"
"Netflix,pioneered,Streaming Services","Spotify,pioneered,Music Streaming","0"
"Elon Musk,CEO of,SpaceX","Elon Musk,CEO of,Tesla","0"
"LinkedIn,professional network,Online","Facebook,social network,Online","0"
"Subprime Mortgages,led to,2008 Financial Crisis","Dot-com Bubble,led to,Early 2000s Recession","0"
"Federal Reserve,known as,The Fed","Federal Reserve,central bank,United States","1"
"Bitcoin,type of,Cryptocurrency","Bitcoin,created by,Satoshi Nakamoto","1"
"NASDAQ,stock exchange,Technology Companies","NASDAQ,located in,United States","1"
"Inflation,leads to,Decreased Purchasing Power","Inflation,measured by,Consumer Price Index","1"
"Unemployment,results in,Loss of Income","Unemployment,measured by,Unemployment Rate","1"
"Apple Inc.,CEO,Tim Cook","Apple Inc.,founded by,Steve Jobs","1"
"International Monetary Fund,assists,Member Countries","International Monetary Fund,known as,IMF","1"
"Dow Jones Industrial Average,stock index,United States","Dow Jones Industrial Average,tracks,30 Companies","1"
"Goldman Sachs,investment bank,United States","Goldman Sachs,founded in,1869","1"
"World Bank,provides,Development Assistance","World Bank,founded in,1944","1"
"Oil Prices,influenced by,OPEC Decisions","Oil Prices,indicator of,Energy Market Trends","1"
"Globalization,promotes,International Trade","Globalization,leads to,Economic Integration","1"
"Bitcoin,decentralized,Digital Asset","Bitcoin,uses,Blockchain Technology","1"
"Credit Score,used by,Lenders","Credit Score,affects,Loan Eligibility","1"
"Retail Banking,offers,Consumer Financial Services","Retail Banking,example of,Wells Fargo","1"
"Stock Exchange,platform for,Trading Stocks","Stock Exchange,example of,New York Stock Exchange","1"
"Supply and Demand,fundamental in,Economics","Supply and Demand,affects,Market Prices","1"
"Market Economy,based on,Supply and Demand","Market Economy,characterized by,Free Market Principles","1"
"NASDAQ,stands for,National Association of Securities Dealers Automated Quotations","NASDAQ,founded in,1971","1"
"Recession,period of,Economic Decline","Recession,often results in,Unemployment Increase","1"
"Interest Rates,set by,Central Bank","Interest Rates,affect,Loan Costs","1"
"Monetary Policy,involves,Managing Money Supply","Monetary Policy,tool of,Central Bank","1"
"Foreign Exchange,involves,Currency Trading","Foreign Exchange,market known as,Forex","1"
"European Union,economic union,European Countries","European Union,currency,Euro","1"
"Venture Capital,funds,Startups","Venture Capital,seeks,High Growth Companies","1"
"Fiscal Policy,involves,Government Spending","Fiscal Policy,tool for,Economic Management","1"
"Stock Market,indicator of,Economic Performance","Stock Market,includes,Stock Exchanges","1"
"Corporate Bonds,issued by,Companies","Corporate Bonds,raise,Debt Capital","1"
"Emerging Markets,characterized by,Developing Economies","Emerging Markets,include,BRICS Nations","1"
"Startup,early stage,Company","Startup,seeks,Investment and Growth","1"
"Real GDP,measures,Economic Performance","Nominal GDP,measures,Market Value","1"
"Consumer Confidence,reflects,Economic Optimism","Consumer Confidence,measured by,Consumer Index","1"
"JP Morgan Chase,a,Global Bank","JP Morgan Chase,founded by,J.P. Morgan","1"
"Credit Risk,related to,Default Probability","Credit Risk,assessed in,Lending Decisions","1"
"Stock Market Crash,leads to,Investment Losses","Stock Market Crash,example of,1929 Crash","1"
"Federal Funds Rate,set by,Federal Reserve","Federal Funds Rate,influences,Interest Rates","1"
"Budget Deficit,when,Expenditures Exceed Revenues","Budget Deficit,affects,Government Debt","1"
"Balance Sheet,shows,Financial Position","Income Statement,shows,Financial Performance","1"
"Commercial Paper,short-term,Debt Instrument","Commercial Paper,used for,Corporate Financing","1"
"Tariff,type of,Trade Barrier","Tariff,imposed on,Imports","1"
"Private Sector,includes,Corporate Businesses","Public Sector,includes,Government Services","1"
"Market Capitalization,value of,Company's Shares","Earnings Per Share,indicator of,Company's Profitability","1"
"Foreign Direct Investment,involves,Overseas Investments","Foreign Direct Investment,impacts,Economic Growth","1"
"Yield Curve,represents,Interest Rates","Yield Curve,indicator of,Economic Expectations","1"
"Shareholder Equity,represents,Ownership Interest","Retained Earnings,part of,Shareholder Equity","1"
"Monetary Policy,aims to,Control Inflation","Fiscal Policy,aims to,Stimulate Economy","1"
"Emerging Economies,have,High Growth Potential","Developed Economies,have,Advanced Infrastructure","1"
"Leveraged Buyout,involves,Significant Debt","Leveraged Buyout,acquisition strategy,Hostile Takeover","1"
"Price-to-Earnings Ratio,measures,Stock Value","Dividend Yield,measures,Return on Investment","1"
"Quantitative Easing,involves,Central Bank Purchasing","Quantitative Easing,aims to,Stimulate Economy","1"
"Corporate Merger,combines,Two Companies","Corporate Acquisition,one company,Buys Another","1"
"Microfinance,provides,Small Loans","Microfinance,targets,Low-Income Individuals","1"
"Subprime Loans,have,High Credit Risk","Subprime Loans,associated with,2008 Financial Crisis","1"
"Asset Management,involves,Managing Investments","Wealth Management,provides,Financial Planning","1"
"Derivatives Trading,involves,Financial Contracts","Options Trading,type of,Derivatives Trading","1"
"Securities Market,trades,Financial Instruments","Bond Market,trades,Debt Securities","1"
"Debt-to-Equity Ratio,measures,Financial Leverage","Current Ratio,measures,Liquidity","1"
"Investment Portfolio,collection of,Financial Assets","Diversification,strategy in,Portfolio Management","1"
"Central Bank Independence,free from,Government Control","Central Bank Independence,essential for,Monetary Policy","1"
"Global Financial Crisis,occurred in,2008","Asian Financial Crisis,occurred in,1997","1"
"Debt Ceiling,limits,Government Borrowing","Debt Ceiling,set by,Congress","1"
"Financial Literacy,involves,Understanding Finances","Financial Literacy,essential for,Personal Finance Management","1"
"Bond Yield,return on,Bond Investment","Bond Yield,inversely related to,Bond Price","1"
"Microeconomics,studies,Individual Choices","Microeconomics,fundamental in,Market Analysis","1"
"Income Statement,reveals,Company Earnings","Cash Flow Statement,reveals,Cash Transactions","1"
"Mortgage Rates,influence,Home Buying","Mortgage Rates,set by,Lenders","1"
"Labor Market,involves,Employment Dynamics","Labor Market,affected by,Economic Conditions","1"
"Investment Fund,pools,Investors' Capital","Mutual Fund,type of,Investment Fund","1"
"Capital Gains Tax,levied on,Investment Profits","Corporate Tax,levied on,Business Profits","1"
"Index Fund,tracks,Market Index","Index Fund,offers,Diversification","1"
"Short Selling,betting on,Stock Price Decline","Short Selling,involves,Borrowing Stocks","1"
"Credit Crisis,characterized by,Limited Credit Access","Credit Crisis,leads to,Economic Slowdown","1"
"Dividend Stocks,provide,Regular Income","Growth Stocks,potential for,Price Appreciation","1"
"Economic Stimulus,aims to,Boost Economy","Economic Stimulus,involves,Government Spending","1"
